hp,r1_dmg,r1_block,r2_dmg,r2_block,r3_dmg,r3_block,warrior_cost,wizard_cost,cleric_cost,paladin_cost,warrior_win,wizard_win,cleric_win,paladin_win,warrior_r1kill,wizard_r1kill,cleric_r1kill,paladin_r1kill
4,0,0,0,1,3,2,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,1,4,0,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,1,4,1,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,1,4,2,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,1,5,0,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,1,5,1,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,1,5,2,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,0,0,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,13.333333333333334,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,0,1,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,13.333333333333334,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,0,2,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,13.333333333333334,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,1,0,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,13.333333333333334,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,1,1,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,13.333333333333334,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,1,2,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,13.333333333333334,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,2,0,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,13.333333333333334,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,2,1,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,13.333333333333334,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,2,2,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,13.333333333333334,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,3,0,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,3,1,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,3,2,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,4,0,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,4,1,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,4,2,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,5,0,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,5,1,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,0,2,5,2,0.0,0.0,-9.523809523809522,0.0,100.0,100.0,100.0,100.0,26.666666666666668,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,1,0,0,0,0.0,0.0,-8.571428571428571,0.0,100.0,100.0,100.0,100.0,40.0,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,1,0,0,1,0.0,0.0,-8.571428571428571,0.0,100.0,100.0,100.0,100.0,40.0,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,1,0,0,2,0.0,0.0,-8.571428571428571,0.0,100.0,100.0,100.0,100.0,40.0,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,1,0,1,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,1,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,1,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,2,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,2,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,2,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,3,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,3,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,3,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,4,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,4,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,4,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,5,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,5,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,0,5,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,1,0,0,0.0,0.0,-8.571428571428571,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,1,1,0,1,0.0,0.0,-8.571428571428571,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,1,1,0,2,0.0,0.0,-8.571428571428571,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,1,1,1,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,13.333333333333334,93.33333333333333
4,0,0,1,1,1,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,1,1,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,1,2,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,13.333333333333334,93.33333333333333
4,0,0,1,1,2,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,1,2,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,1,3,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,13.333333333333334,93.33333333333333
4,0,0,1,1,3,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,1,3,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,1,4,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,13.333333333333334,93.33333333333333
4,0,0,1,1,4,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,1,4,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,1,5,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,13.333333333333334,93.33333333333333
4,0,0,1,1,5,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,1,5,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,93.33333333333333
4,0,0,1,2,0,0,0.0,0.0,-8.571428571428571,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,1,2,0,1,0.0,0.0,-8.571428571428571,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,1,2,0,2,0.0,0.0,-8.571428571428571,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,6.666666666666667,93.33333333333333
4,0,0,1,2,1,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,13.333333333333334,100.0
4,0,0,1,2,1,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,100.0
4,0,0,1,2,1,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,60.0,13.333333333333334,100.0
4,0,0,1,2,2,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,13.333333333333334,100.0
4,0,0,1,2,2,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,100.0
4,0,0,1,2,2,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,60.0,13.333333333333334,100.0
4,0,0,1,2,3,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,13.333333333333334,100.0
4,0,0,1,2,3,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,100.0
4,0,0,1,2,3,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,60.0,13.333333333333334,100.0
4,0,0,1,2,4,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,13.333333333333334,100.0
4,0,0,1,2,4,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,100.0
4,0,0,1,2,4,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,60.0,13.333333333333334,100.0
4,0,0,1,2,5,0,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,13.333333333333334,100.0
4,0,0,1,2,5,1,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,13.333333333333334,100.0
4,0,0,1,2,5,2,0.0,0.0,-7.6190476190476195,0.0,100.0,100.0,100.0,100.0,46.666666666666664,60.0,13.333333333333334,100.0
4,0,0,2,0,0,0,0.0,0.0,-6.666666666666666,0.0,100.0,100.0,100.0,100.0,40.0,26.666666666666668,13.333333333333334,93.33333333333333
4,0,0,2,0,0,1,0.0,0.0,-6.666666666666666,0.0,100.0,100.0,100.0,100.0,40.0,26.666666666666668,13.333333333333334,93.33333333333333
4,0,0,2,0,0,2,0.0,0.0,-6.666666666666666,0.0,100.0,100.0,100.0,100.0,40.0,26.666666666666668,13.333333333333334,93.33333333333333
4,0,0,2,0,1,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,1,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,1,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,2,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,2,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,2,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,3,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,3,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,3,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,4,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,4,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,4,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,5,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,5,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,0,5,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,40.0,33.333333333333336,20.0,93.33333333333333
4,0,0,2,1,0,0,0.0,0.0,-6.666666666666666,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,13.333333333333334,93.33333333333333
4,0,0,2,1,0,1,0.0,0.0,-6.666666666666666,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,13.333333333333334,93.33333333333333
4,0,0,2,1,0,2,0.0,0.0,-6.666666666666666,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,13.333333333333334,93.33333333333333
4,0,0,2,1,1,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,20.0,93.33333333333333
4,0,0,2,1,1,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,93.33333333333333
4,0,0,2,1,1,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,93.33333333333333
4,0,0,2,1,2,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,20.0,93.33333333333333
4,0,0,2,1,2,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,93.33333333333333
4,0,0,2,1,2,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,93.33333333333333
4,0,0,2,1,3,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,20.0,93.33333333333333
4,0,0,2,1,3,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,93.33333333333333
4,0,0,2,1,3,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,93.33333333333333
4,0,0,2,1,4,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,20.0,93.33333333333333
4,0,0,2,1,4,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,93.33333333333333
4,0,0,2,1,4,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,93.33333333333333
4,0,0,2,1,5,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,20.0,93.33333333333333
4,0,0,2,1,5,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,93.33333333333333
4,0,0,2,1,5,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,93.33333333333333
4,0,0,2,2,0,0,0.0,0.0,-6.666666666666666,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,13.333333333333334,93.33333333333333
4,0,0,2,2,0,1,0.0,0.0,-6.666666666666666,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,13.333333333333334,93.33333333333333
4,0,0,2,2,0,2,0.0,0.0,-6.666666666666666,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,13.333333333333334,93.33333333333333
4,0,0,2,2,1,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,20.0,100.0
4,0,0,2,2,1,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,100.0
4,0,0,2,2,1,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,60.0,20.0,100.0
4,0,0,2,2,2,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,20.0,100.0
4,0,0,2,2,2,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,100.0
4,0,0,2,2,2,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,60.0,20.0,100.0
4,0,0,2,2,3,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,20.0,100.0
4,0,0,2,2,3,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,100.0
4,0,0,2,2,3,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,60.0,20.0,100.0
4,0,0,2,2,4,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,20.0,100.0
4,0,0,2,2,4,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,100.0
4,0,0,2,2,4,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,60.0,20.0,100.0
4,0,0,2,2,5,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,40.0,20.0,100.0
4,0,0,2,2,5,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,53.333333333333336,20.0,100.0
4,0,0,2,2,5,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,60.0,20.0,100.0
4,0,0,3,0,0,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,40.0,93.33333333333333
4,0,0,3,0,0,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,40.0,93.33333333333333
4,0,0,3,0,0,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,26.666666666666668,40.0,93.33333333333333
4,0,0,3,0,1,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,33.333333333333336,40.0,93.33333333333333
4,0,0,3,0,1,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,33.333333333333336,40.0,93.33333333333333
4,0,0,3,0,1,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,33.333333333333336,40.0,93.33333333333333
4,0,0,3,0,2,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,33.333333333333336,40.0,93.33333333333333
4,0,0,3,0,2,1,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,33.333333333333336,40.0,93.33333333333333
4,0,0,3,0,2,2,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,33.333333333333336,40.0,93.33333333333333
4,0,0,3,0,3,0,0.0,0.0,-5.714285714285714,0.0,100.0,100.0,100.0,100.0,46.666666666666664,33.333333333333336,40.0,93.33333333333333
